doc_id,date,source,type
646,2023-06-24,schoolsweek,ed_journalism
647,2023-06-25,schoolsweek,ed_journalism
648,2023-06-26,schoolsweek,ed_journalism
649,2023-06-26,schoolsweek,ed_journalism
650,2023-06-26,schoolsweek,ed_journalism
651,2023-06-26,schoolsweek,ed_journalism
652,2023-06-27,gov,gov_inst
653,2023-06-27,schoolsweek,ed_journalism
654,2023-06-27,schoolsweek,ed_journalism
655,2023-06-27,schoolsweek,ed_journalism
656,2023-06-28,gov,gov_inst
657,2023-06-28,schoolsweek,ed_journalism
658,2023-06-28,gov,gov_inst
659,2023-06-28,schoolsweek,ed_journalism
660,2023-06-28,nuffield,think_tank
661,2023-06-28,fft,ed_res_org
662,2023-06-28,schoolsweek,ed_journalism
663,2023-06-28,schoolsweek,ed_journalism
664,2023-06-29,schoolsweek,ed_journalism
665,2023-06-29,gov,gov_inst
666,2023-06-29,schoolsweek,ed_journalism
667,2023-06-29,schoolsweek,ed_journalism
668,2023-06-29,schoolsweek,ed_journalism
669,2023-06-29,schoolsweek,ed_journalism
670,2023-06-29,schoolsweek,ed_journalism
671,2023-06-30,gov,gov_inst
672,2023-06-30,schoolsweek,ed_journalism
673,2023-06-30,schoolsweek,ed_journalism
674,2023-06-30,schoolsweek,ed_journalism
675,2023-06-30,schoolsweek,ed_journalism
676,2023-06-30,schoolsweek,ed_journalism
677,2023-06-30,gov,gov_inst
678,2023-06-30,gov,gov_inst
679,2023-06-30,fft,ed_res_org
680,2023-07-01,schoolsweek,ed_journalism
681,2023-07-02,schoolsweek,ed_journalism
682,2023-07-02,schoolsweek,ed_journalism
683,2023-07-03,schoolsweek,ed_journalism
684,2023-07-03,schoolsweek,ed_journalism
685,2023-07-03,schoolsweek,ed_journalism
686,2023-07-03,gov,gov_inst
687,2023-07-03,fft,ed_res_org
688,2023-07-03,gov,gov_inst
689,2023-07-03,gov,gov_inst
690,2023-07-03,gov,gov_inst
691,2023-07-04,schoolsweek,ed_journalism
692,2023-07-04,fed,prof_body
693,2023-07-04,schoolsweek,ed_journalism
694,2023-07-04,epi,think_tank
695,2023-07-04,schoolsweek,ed_journalism
696,2023-07-04,schoolsweek,ed_journalism
697,2023-07-04,schoolsweek,ed_journalism
698,2023-07-05,schoolsweek,ed_journalism
699,2023-07-05,gov,gov_inst
700,2023-07-05,schoolsweek,ed_journalism
701,2023-07-05,fft,ed_res_org
702,2023-07-06,gov,gov_inst
703,2023-07-06,gov,gov_inst
704,2023-07-06,schoolsweek,ed_journalism
705,2023-07-06,gov,gov_inst
706,2023-07-06,gov,gov_inst
707,2023-07-06,fed,prof_body
708,2023-07-06,schoolsweek,ed_journalism
709,2023-07-06,schoolsweek,ed_journalism
710,2023-07-06,schoolsweek,ed_journalism
711,2023-07-06,schoolsweek,ed_journalism
712,2023-07-07,schoolsweek,ed_journalism
713,2023-07-07,schoolsweek,ed_journalism
714,2023-07-07,schoolsweek,ed_journalism
715,2023-07-07,schoolsweek,ed_journalism
716,2023-07-07,schoolsweek,ed_journalism
717,2023-07-07,gov,gov_inst
718,2023-07-07,schoolsweek,ed_journalism
719,2023-07-07,schoolsweek,ed_journalism
720,2023-07-07,schoolsweek,ed_journalism
721,2023-07-07,gov,gov_inst
722,2023-07-08,schoolsweek,ed_journalism
723,2023-07-08,schoolsweek,ed_journalism
724,2023-07-09,schoolsweek,ed_journalism
725,2023-07-10,fft,ed_res_org
726,2023-07-10,schoolsweek,ed_journalism
727,2023-07-10,schoolsweek,ed_journalism
728,2023-07-10,schoolsweek,ed_journalism
729,2023-07-11,schoolsweek,ed_journalism
730,2023-07-11,gov,gov_inst
731,2023-07-11,schoolsweek,ed_journalism
732,2023-07-11,schoolsweek,ed_journalism
733,2023-07-11,schoolsweek,ed_journalism
734,2023-07-11,schoolsweek,ed_journalism
735,2023-07-11,schoolsweek,ed_journalism
736,2023-07-11,schoolsweek,ed_journalism
737,2023-07-11,schoolsweek,ed_journalism
738,2023-07-12,schoolsweek,ed_journalism
739,2023-07-12,nuffield,think_tank
740,2023-07-12,schoolsweek,ed_journalism
741,2023-07-12,fft,ed_res_org
742,2023-07-12,gov,gov_inst
743,2023-07-12,schoolsweek,ed_journalism
744,2023-07-12,fed,prof_body
745,2023-07-12,fft,ed_res_org
746,2023-07-13,gov,gov_inst
747,2023-07-13,gov,gov_inst
748,2023-07-13,gov,gov_inst
749,2023-07-13,schoolsweek,ed_journalism
750,2023-07-13,schoolsweek,ed_journalism
751,2023-07-13,schoolsweek,ed_journalism
752,2023-07-13,schoolsweek,ed_journalism
753,2023-07-13,schoolsweek,ed_journalism
754,2023-07-13,schoolsweek,ed_journalism
755,2023-07-13,schoolsweek,ed_journalism
756,2023-07-13,schoolsweek,ed_journalism
757,2023-07-13,fft,ed_res_org
758,2023-07-14,schoolsweek,ed_journalism
759,2023-07-14,schoolsweek,ed_journalism
760,2023-07-14,schoolsweek,ed_journalism
761,2023-07-14,gov,gov_inst
762,2023-07-14,fft,ed_res_org
763,2023-07-15,gov,gov_inst
764,2023-07-16,schoolsweek,ed_journalism
765,2023-07-17,schoolsweek,ed_journalism
766,2023-07-17,gov,gov_inst
767,2023-07-17,gov,gov_inst
768,2023-07-17,schoolsweek,ed_journalism
769,2023-07-17,schoolsweek,ed_journalism
770,2023-07-17,schoolsweek,ed_journalism
771,2023-07-17,fft,ed_res_org
772,2023-07-18,schoolsweek,ed_journalism
773,2023-07-18,schoolsweek,ed_journalism
774,2023-07-18,fft,ed_res_org
775,2023-07-18,schoolsweek,ed_journalism
776,2023-07-19,schoolsweek,ed_journalism
777,2023-07-19,epi,think_tank
778,2023-07-19,gov,gov_inst
779,2023-07-19,schoolsweek,ed_journalism
780,2023-07-19,gov,gov_inst
781,2023-07-19,schoolsweek,ed_journalism
782,2023-07-20,schoolsweek,ed_journalism
783,2023-07-20,schoolsweek,ed_journalism
784,2023-07-20,schoolsweek,ed_journalism
785,2023-07-20,gov,gov_inst
786,2023-07-20,gov,gov_inst
787,2023-07-20,schoolsweek,ed_journalism
788,2023-07-20,schoolsweek,ed_journalism
789,2023-07-20,schoolsweek,ed_journalism
790,2023-07-20,schoolsweek,ed_journalism
791,2023-07-21,schoolsweek,ed_journalism
792,2023-07-21,schoolsweek,ed_journalism
793,2023-07-21,schoolsweek,ed_journalism
794,2023-07-21,schoolsweek,ed_journalism
795,2023-07-21,schoolsweek,ed_journalism
796,2023-07-21,schoolsweek,ed_journalism
797,2023-07-25,schoolsweek,ed_journalism
798,2023-07-25,nuffield,think_tank
799,2023-07-25,gov,gov_inst
800,2023-07-25,schoolsweek,ed_journalism
801,2023-07-25,schoolsweek,ed_journalism
802,2023-07-26,schoolsweek,ed_journalism
803,2023-07-26,gov,gov_inst
804,2023-07-27,schoolsweek,ed_journalism
805,2023-07-28,schoolsweek,ed_journalism
806,2023-07-31,schoolsweek,ed_journalism
807,2023-07-31,schoolsweek,ed_journalism
808,2023-07-31,schoolsweek,ed_journalism
809,2023-08-01,schoolsweek,ed_journalism
810,2023-08-01,fft,ed_res_org
811,2023-08-02,schoolsweek,ed_journalism
812,2023-08-02,schoolsweek,ed_journalism
813,2023-08-02,schoolsweek,ed_journalism
814,2023-08-02,gov,gov_inst
815,2023-08-03,schoolsweek,ed_journalism
816,2023-08-03,schoolsweek,ed_journalism
817,2023-08-05,schoolsweek,ed_journalism
818,2023-08-07,schoolsweek,ed_journalism
819,2023-08-08,schoolsweek,ed_journalism
820,2023-08-08,schoolsweek,ed_journalism
821,2023-08-09,gov,gov_inst
822,2023-08-09,schoolsweek,ed_journalism
823,2023-08-10,epi,think_tank
824,2023-08-10,schoolsweek,ed_journalism
825,2023-08-10,epi,think_tank
826,2023-08-11,gov,gov_inst
827,2023-08-11,fft,ed_res_org
828,2023-08-14,schoolsweek,ed_journalism
829,2023-08-14,schoolsweek,ed_journalism
830,2023-08-14,nuffield,think_tank
831,2023-08-14,schoolsweek,ed_journalism
832,2023-08-15,schoolsweek,ed_journalism
833,2023-08-16,gov,gov_inst
834,2023-08-16,schoolsweek,ed_journalism
835,2023-08-16,schoolsweek,ed_journalism
836,2023-08-16,fft,ed_res_org
837,2023-08-17,gov,gov_inst
838,2023-08-17,schoolsweek,ed_journalism
839,2023-08-17,gov,gov_inst
840,2023-08-17,schoolsweek,ed_journalism
841,2023-08-17,schoolsweek,ed_journalism
842,2023-08-17,epi,think_tank
843,2023-08-17,gov,gov_inst
844,2023-08-17,schoolsweek,ed_journalism
845,2023-08-17,schoolsweek,ed_journalism
846,2023-08-17,gov,gov_inst
847,2023-08-17,fft,ed_res_org
848,2023-08-17,schoolsweek,ed_journalism
849,2023-08-17,gov,gov_inst
850,2023-08-18,schoolsweek,ed_journalism
851,2023-08-21,epi,think_tank
852,2023-08-21,schoolsweek,ed_journalism
853,2023-08-22,gov,gov_inst
854,2023-08-22,schoolsweek,ed_journalism
855,2023-08-22,schoolsweek,ed_journalism
856,2023-08-22,schoolsweek,ed_journalism
857,2023-08-22,fft,ed_res_org
858,2023-08-22,schoolsweek,ed_journalism
859,2023-08-23,fft,ed_res_org
860,2023-08-23,schoolsweek,ed_journalism
861,2023-08-23,gov,gov_inst
862,2023-08-23,nuffield,think_tank
863,2023-08-23,gov,gov_inst
864,2023-08-24,schoolsweek,ed_journalism
865,2023-08-24,gov,gov_inst
866,2023-08-24,gov,gov_inst
867,2023-08-24,epi,think_tank
868,2023-08-24,gov,gov_inst
869,2023-08-24,schoolsweek,ed_journalism
870,2023-08-24,fft,ed_res_org
871,2023-08-24,schoolsweek,ed_journalism
872,2023-08-24,schoolsweek,ed_journalism
873,2023-08-24,schoolsweek,ed_journalism
874,2023-08-25,schoolsweek,ed_journalism
875,2023-08-28,schoolsweek,ed_journalism
876,2023-08-28,schoolsweek,ed_journalism
877,2023-08-29,epi,think_tank
878,2023-08-29,schoolsweek,ed_journalism
879,2023-08-29,schoolsweek,ed_journalism
880,2023-08-29,schoolsweek,ed_journalism
881,2023-08-30,gov,gov_inst
882,2023-08-30,schoolsweek,ed_journalism
883,2023-08-30,schoolsweek,ed_journalism
884,2023-08-31,schoolsweek,ed_journalism
885,2023-08-31,gov,gov_inst
886,2023-08-31,gov,gov_inst
887,2023-08-31,schoolsweek,ed_journalism
888,2023-09-01,schoolsweek,ed_journalism
889,2023-09-01,schoolsweek,ed_journalism
890,2023-09-01,schoolsweek,ed_journalism
891,2023-09-01,schoolsweek,ed_journalism
892,2023-09-01,gov,gov_inst
893,2023-09-01,fft,ed_res_org
894,2023-09-02,schoolsweek,ed_journalism
895,2023-09-02,schoolsweek,ed_journalism
896,2023-09-04,schoolsweek,ed_journalism
897,2023-09-04,gov,gov_inst
898,2023-09-04,schoolsweek,ed_journalism
899,2023-09-04,fft,ed_res_org
900,2023-09-04,schoolsweek,ed_journalism
901,2023-09-05,fft,ed_res_org
902,2023-09-05,gov,gov_inst
903,2023-09-05,epi,think_tank
904,2023-09-05,schoolsweek,ed_journalism
905,2023-09-05,schoolsweek,ed_journalism
906,2023-09-05,schoolsweek,ed_journalism
907,2023-09-05,schoolsweek,ed_journalism
908,2023-09-05,schoolsweek,ed_journalism
909,2023-09-06,gov,gov_inst
910,2023-09-06,gov,gov_inst
911,2023-09-06,schoolsweek,ed_journalism
912,2023-09-06,schoolsweek,ed_journalism
913,2023-09-06,schoolsweek,ed_journalism
914,2023-09-06,fft,ed_res_org
915,2023-09-06,schoolsweek,ed_journalism
916,2023-09-07,schoolsweek,ed_journalism
917,2023-09-07,epi,think_tank
918,2023-09-07,schoolsweek,ed_journalism
919,2023-09-08,schoolsweek,ed_journalism
920,2023-09-08,schoolsweek,ed_journalism
921,2023-09-08,schoolsweek,ed_journalism
922,2023-09-08,gov,gov_inst
923,2023-09-08,schoolsweek,ed_journalism
924,2023-09-08,schoolsweek,ed_journalism
925,2023-09-08,schoolsweek,ed_journalism
926,2023-09-08,fft,ed_res_org
927,2023-09-09,schoolsweek,ed_journalism
928,2023-09-09,schoolsweek,ed_journalism
929,2023-09-11,schoolsweek,ed_journalism
930,2023-09-11,schoolsweek,ed_journalism
931,2023-09-11,schoolsweek,ed_journalism
932,2023-09-11,schoolsweek,ed_journalism
933,2023-09-11,gov,gov_inst
934,2023-09-11,schoolsweek,ed_journalism
935,2023-09-11,schoolsweek,ed_journalism
936,2023-09-12,fft,ed_res_org
937,2023-09-12,schoolsweek,ed_journalism
938,2023-09-12,schoolsweek,ed_journalism
939,2023-09-12,schoolsweek,ed_journalism
940,2023-09-12,schoolsweek,ed_journalism
941,2023-09-12,gov,gov_inst
942,2023-09-12,fft,ed_res_org
943,2023-09-13,schoolsweek,ed_journalism
944,2023-09-13,gov,gov_inst
945,2023-09-13,schoolsweek,ed_journalism
946,2023-09-14,nuffield,think_tank
947,2023-09-14,schoolsweek,ed_journalism
948,2023-09-14,schoolsweek,ed_journalism
949,2023-09-14,schoolsweek,ed_journalism
950,2023-09-14,schoolsweek,ed_journalism
951,2023-09-14,schoolsweek,ed_journalism
952,2023-09-14,schoolsweek,ed_journalism
953,2023-09-15,schoolsweek,ed_journalism
954,2023-09-15,schoolsweek,ed_journalism
955,2023-09-15,schoolsweek,ed_journalism
956,2023-09-15,schoolsweek,ed_journalism
957,2023-09-16,schoolsweek,ed_journalism
958,2023-09-16,schoolsweek,ed_journalism
959,2023-09-17,schoolsweek,ed_journalism
960,2023-09-18,schoolsweek,ed_journalism
961,2023-09-18,schoolsweek,ed_journalism
962,2023-09-18,schoolsweek,ed_journalism
963,2023-09-18,schoolsweek,ed_journalism
964,2023-09-19,schoolsweek,ed_journalism
965,2023-09-19,schoolsweek,ed_journalism
966,2023-09-19,schoolsweek,ed_journalism
967,2023-09-19,gov,gov_inst
968,2023-09-19,gov,gov_inst
969,2023-09-19,schoolsweek,ed_journalism
970,2023-09-19,gov,gov_inst
971,2023-09-20,schoolsweek,ed_journalism
972,2023-09-20,fft,ed_res_org
973,2023-09-20,schoolsweek,ed_journalism
974,2023-09-20,fed,prof_body
975,2023-09-20,gov,gov_inst
976,2023-09-20,gov,gov_inst
977,2023-09-20,schoolsweek,ed_journalism
978,2023-09-20,epi,think_tank
979,2023-09-21,schoolsweek,ed_journalism
980,2023-09-21,schoolsweek,ed_journalism
981,2023-09-21,schoolsweek,ed_journalism
982,2023-09-21,schoolsweek,ed_journalism
983,2023-09-21,schoolsweek,ed_journalism
984,2023-09-21,nuffield,think_tank
985,2023-09-21,epi,think_tank
986,2023-09-21,gov,gov_inst
987,2023-09-22,schoolsweek,ed_journalism
988,2023-09-22,gov,gov_inst
989,2023-09-22,schoolsweek,ed_journalism
990,2023-09-22,schoolsweek,ed_journalism
991,2023-09-23,schoolsweek,ed_journalism
992,2023-09-23,schoolsweek,ed_journalism
993,2023-09-24,schoolsweek,ed_journalism
994,2023-09-24,schoolsweek,ed_journalism
995,2023-09-24,schoolsweek,ed_journalism
996,2023-09-24,schoolsweek,ed_journalism
997,2023-09-25,nuffield,think_tank
998,2023-09-25,schoolsweek,ed_journalism
999,2023-09-25,schoolsweek,ed_journalism
1000,2023-09-25,schoolsweek,ed_journalism
1001,2023-09-26,schoolsweek,ed_journalism
1002,2023-09-26,schoolsweek,ed_journalism
1003,2023-09-26,gov,gov_inst
1004,2023-09-27,schoolsweek,ed_journalism
1005,2023-09-27,schoolsweek,ed_journalism
1006,2023-09-27,gov,gov_inst
1007,2023-09-27,nuffield,think_tank
1008,2023-09-28,gov,gov_inst
1009,2023-09-28,schoolsweek,ed_journalism
1010,2023-09-28,schoolsweek,ed_journalism
1011,2023-09-28,gov,gov_inst
1012,2023-09-28,schoolsweek,ed_journalism
1013,2023-09-28,schoolsweek,ed_journalism
1014,2023-09-28,schoolsweek,ed_journalism
1015,2023-09-28,schoolsweek,ed_journalism
1016,2023-09-29,schoolsweek,ed_journalism
1017,2023-09-29,schoolsweek,ed_journalism
1018,2023-09-29,schoolsweek,ed_journalism
1019,2023-09-29,schoolsweek,ed_journalism
1020,2023-09-29,gov,gov_inst
1021,2023-09-29,schoolsweek,ed_journalism
1022,2023-09-29,gov,gov_inst
1023,2023-09-29,schoolsweek,ed_journalism
1024,2023-10-01,schoolsweek,ed_journalism
1025,2023-10-01,schoolsweek,ed_journalism
1026,2023-10-01,schoolsweek,ed_journalism
1027,2023-10-01,schoolsweek,ed_journalism
1028,2023-10-02,schoolsweek,ed_journalism
1029,2023-10-02,schoolsweek,ed_journalism
1030,2023-10-02,gov,gov_inst
1031,2023-10-02,schoolsweek,ed_journalism
1032,2023-10-02,fft,ed_res_org
1033,2023-10-02,schoolsweek,ed_journalism
1034,2023-10-02,schoolsweek,ed_journalism
1035,2023-10-03,schoolsweek,ed_journalism
1036,2023-10-03,schoolsweek,ed_journalism
1037,2023-10-04,schoolsweek,ed_journalism
1038,2023-10-04,schoolsweek,ed_journalism
1039,2023-10-04,gov,gov_inst
1040,2023-10-05,schoolsweek,ed_journalism
1041,2023-10-05,schoolsweek,ed_journalism
1042,2023-10-05,schoolsweek,ed_journalism
1043,2023-10-05,schoolsweek,ed_journalism
1044,2023-10-06,schoolsweek,ed_journalism
1045,2023-10-06,schoolsweek,ed_journalism
1046,2023-10-06,schoolsweek,ed_journalism
1047,2023-10-06,schoolsweek,ed_journalism
1048,2023-10-06,schoolsweek,ed_journalism
1049,2023-10-06,gov,gov_inst
1050,2023-10-06,gov,gov_inst
1051,2023-10-06,schoolsweek,ed_journalism
1052,2023-10-07,schoolsweek,ed_journalism
1053,2023-10-07,schoolsweek,ed_journalism
1054,2023-10-07,schoolsweek,ed_journalism
1055,2023-10-08,schoolsweek,ed_journalism
1056,2023-10-08,schoolsweek,ed_journalism
1057,2023-10-09,schoolsweek,ed_journalism
1058,2023-10-09,schoolsweek,ed_journalism
1059,2023-10-09,schoolsweek,ed_journalism
1060,2023-10-09,schoolsweek,ed_journalism
1061,2023-10-09,schoolsweek,ed_journalism
1062,2023-10-09,gov,gov_inst
1063,2023-10-09,gov,gov_inst
1064,2023-10-10,schoolsweek,ed_journalism
1065,2023-10-10,fft,ed_res_org
1066,2023-10-10,gov,gov_inst
1067,2023-10-10,schoolsweek,ed_journalism
1068,2023-10-10,schoolsweek,ed_journalism
1069,2023-10-11,schoolsweek,ed_journalism
1070,2023-10-11,fft,ed_res_org
1071,2023-10-11,gov,gov_inst
1072,2023-10-12,schoolsweek,ed_journalism
1073,2023-10-12,gov,gov_inst
1074,2023-10-12,schoolsweek,ed_journalism
1075,2023-10-12,schoolsweek,ed_journalism
1076,2023-10-12,schoolsweek,ed_journalism
1077,2023-10-12,schoolsweek,ed_journalism
1078,2023-10-12,schoolsweek,ed_journalism
1079,2023-10-12,gov,gov_inst
1080,2023-10-12,gov,gov_inst
1081,2023-10-12,gov,gov_inst
1082,2023-10-12,epi,think_tank
1083,2023-10-13,schoolsweek,ed_journalism
1084,2023-10-13,gov,gov_inst
1085,2023-10-13,schoolsweek,ed_journalism
1086,2023-10-13,schoolsweek,ed_journalism
1087,2023-10-14,schoolsweek,ed_journalism
1088,2023-10-16,schoolsweek,ed_journalism
1089,2023-10-16,gov,gov_inst
1090,2023-10-16,schoolsweek,ed_journalism
1091,2023-10-16,schoolsweek,ed_journalism
1092,2023-10-16,gov,gov_inst
1093,2023-10-16,schoolsweek,ed_journalism
1094,2023-10-17,schoolsweek,ed_journalism
1095,2023-10-17,schoolsweek,ed_journalism
1096,2023-10-17,schoolsweek,ed_journalism
1097,2023-10-17,nuffield,think_tank
1098,2023-10-17,fft,ed_res_org
1099,2023-10-18,schoolsweek,ed_journalism
1100,2023-10-18,fft,ed_res_org
1101,2023-10-18,epi,think_tank
1102,2023-10-18,gov,gov_inst
1103,2023-10-19,schoolsweek,ed_journalism
1104,2023-10-19,fft,ed_res_org
1105,2023-10-19,schoolsweek,ed_journalism
1106,2023-10-19,schoolsweek,ed_journalism
1107,2023-10-19,schoolsweek,ed_journalism
1108,2023-10-19,schoolsweek,ed_journalism
1109,2023-10-19,schoolsweek,ed_journalism
1110,2023-10-20,schoolsweek,ed_journalism
1111,2023-10-20,schoolsweek,ed_journalism
1112,2023-10-20,schoolsweek,ed_journalism
1113,2023-10-20,schoolsweek,ed_journalism
1114,2023-10-20,schoolsweek,ed_journalism
1115,2023-10-20,schoolsweek,ed_journalism
1116,2023-10-20,nuffield,think_tank
1117,2023-10-20,fft,ed_res_org
1118,2023-10-20,epi,think_tank
1119,2023-10-20,schoolsweek,ed_journalism
1120,2023-10-20,gov,gov_inst
1121,2023-10-20,schoolsweek,ed_journalism
1122,2023-10-21,schoolsweek,ed_journalism
1123,2023-10-23,gov,gov_inst
1124,2023-10-23,fft,ed_res_org
1125,2023-10-23,schoolsweek,ed_journalism
1126,2023-10-23,schoolsweek,ed_journalism
1127,2023-10-23,schoolsweek,ed_journalism
1128,2023-10-23,schoolsweek,ed_journalism
1129,2023-10-24,schoolsweek,ed_journalism
1130,2023-10-24,schoolsweek,ed_journalism
1131,2023-10-25,schoolsweek,ed_journalism
1132,2023-10-25,gov,gov_inst
1133,2023-10-25,gov,gov_inst
1134,2023-10-25,gov,gov_inst
1135,2023-10-25,nuffield,think_tank
1136,2023-10-26,schoolsweek,ed_journalism
1137,2023-10-26,schoolsweek,ed_journalism
1138,2023-10-27,schoolsweek,ed_journalism
1139,2023-10-27,gov,gov_inst
1140,2023-10-27,schoolsweek,ed_journalism
1141,2023-10-27,schoolsweek,ed_journalism
1142,2023-10-30,schoolsweek,ed_journalism
1143,2023-10-30,gov,gov_inst
1144,2023-10-30,schoolsweek,ed_journalism
1145,2023-10-31,gov,gov_inst
1146,2023-10-31,schoolsweek,ed_journalism
1147,2023-10-31,schoolsweek,ed_journalism
1148,2023-10-31,fft,ed_res_org
1149,2023-11-01,schoolsweek,ed_journalism
1150,2023-11-01,schoolsweek,ed_journalism
1151,2023-11-01,gov,gov_inst
1152,2023-11-01,gov,gov_inst
1153,2023-11-01,schoolsweek,ed_journalism
1154,2023-11-02,schoolsweek,ed_journalism
1155,2023-11-02,schoolsweek,ed_journalism
1156,2023-11-02,schoolsweek,ed_journalism
1157,2023-11-02,schoolsweek,ed_journalism
1158,2023-11-03,schoolsweek,ed_journalism
1159,2023-11-03,gov,gov_inst
1160,2023-11-03,schoolsweek,ed_journalism
1161,2023-11-03,schoolsweek,ed_journalism
1162,2023-11-03,fed,prof_body
1163,2023-11-03,schoolsweek,ed_journalism
1164,2023-11-04,schoolsweek,ed_journalism
1165,2023-11-04,schoolsweek,ed_journalism
1166,2023-11-04,schoolsweek,ed_journalism
1167,2023-11-05,nuffield,think_tank
1168,2023-11-05,schoolsweek,ed_journalism
1169,2023-11-06,schoolsweek,ed_journalism
1170,2023-11-06,schoolsweek,ed_journalism
1171,2023-11-06,schoolsweek,ed_journalism
1172,2023-11-06,fft,ed_res_org
1173,2023-11-07,fft,ed_res_org
1174,2023-11-07,fed,prof_body
1175,2023-11-07,schoolsweek,ed_journalism
1176,2023-11-07,schoolsweek,ed_journalism
1177,2023-11-08,schoolsweek,ed_journalism
1178,2023-11-08,schoolsweek,ed_journalism
1179,2023-11-08,fft,ed_res_org
1180,2023-11-08,gov,gov_inst
1181,2023-11-09,schoolsweek,ed_journalism
1182,2023-11-09,schoolsweek,ed_journalism
1183,2023-11-09,schoolsweek,ed_journalism
1184,2023-11-09,fft,ed_res_org
1185,2023-11-09,schoolsweek,ed_journalism
1186,2023-11-09,schoolsweek,ed_journalism
1187,2023-11-10,schoolsweek,ed_journalism
1188,2023-11-10,fed,prof_body
1189,2023-11-10,fft,ed_res_org
1190,2023-11-10,schoolsweek,ed_journalism
1191,2023-11-10,nuffield,think_tank
1192,2023-11-10,gov,gov_inst
1193,2023-11-10,schoolsweek,ed_journalism
1194,2023-11-10,schoolsweek,ed_journalism
1195,2023-11-11,schoolsweek,ed_journalism
1196,2023-11-11,schoolsweek,ed_journalism
1197,2023-11-12,nuffield,think_tank
1198,2023-11-13,schoolsweek,ed_journalism
1199,2023-11-13,schoolsweek,ed_journalism
1200,2023-11-13,schoolsweek,ed_journalism
1201,2023-11-13,schoolsweek,ed_journalism
1202,2023-11-13,schoolsweek,ed_journalism
1203,2023-11-14,schoolsweek,ed_journalism
1204,2023-11-14,schoolsweek,ed_journalism
1205,2023-11-14,schoolsweek,ed_journalism
1206,2023-11-14,schoolsweek,ed_journalism
1207,2023-11-14,gov,gov_inst
1208,2023-11-14,fft,ed_res_org
1209,2023-11-15,gov,gov_inst
1210,2023-11-15,gov,gov_inst
1211,2023-11-15,nuffield,think_tank
1212,2023-11-15,schoolsweek,ed_journalism
1213,2023-11-15,schoolsweek,ed_journalism
1214,2023-11-15,nuffield,think_tank
1215,2023-11-15,gov,gov_inst
1216,2023-11-16,schoolsweek,ed_journalism
1217,2023-11-16,schoolsweek,ed_journalism
1218,2023-11-16,schoolsweek,ed_journalism
1219,2023-11-16,gov,gov_inst
1220,2023-11-16,schoolsweek,ed_journalism
1221,2023-11-16,schoolsweek,ed_journalism
1222,2023-11-16,schoolsweek,ed_journalism
1223,2023-11-17,schoolsweek,ed_journalism
1224,2023-11-17,schoolsweek,ed_journalism
1225,2023-11-17,schoolsweek,ed_journalism
1226,2023-11-17,schoolsweek,ed_journalism
1227,2023-11-17,schoolsweek,ed_journalism
1228,2023-11-17,nuffield,think_tank
1229,2023-11-18,schoolsweek,ed_journalism
1230,2023-11-19,schoolsweek,ed_journalism
1231,2023-11-20,fed,prof_body
1232,2023-11-20,schoolsweek,ed_journalism
1233,2023-11-20,schoolsweek,ed_journalism
1234,2023-11-20,schoolsweek,ed_journalism
1235,2023-11-21,nuffield,think_tank
1236,2023-11-21,schoolsweek,ed_journalism
1237,2023-11-21,gov,gov_inst
1238,2023-11-22,schoolsweek,ed_journalism
1239,2023-11-22,schoolsweek,ed_journalism
1240,2023-11-22,fft,ed_res_org
1241,2023-11-22,schoolsweek,ed_journalism
1242,2023-11-22,schoolsweek,ed_journalism
1243,2023-11-22,gov,gov_inst
1244,2023-11-22,epi,think_tank
1245,2023-11-22,schoolsweek,ed_journalism
1246,2023-11-23,schoolsweek,ed_journalism
1247,2023-11-23,schoolsweek,ed_journalism
1248,2023-11-23,schoolsweek,ed_journalism
1249,2023-11-23,schoolsweek,ed_journalism
1250,2023-11-23,schoolsweek,ed_journalism
1251,2023-11-23,fft,ed_res_org
1252,2023-11-23,gov,gov_inst
1253,2023-11-23,schoolsweek,ed_journalism
1254,2023-11-24,schoolsweek,ed_journalism
1255,2023-11-24,gov,gov_inst
1256,2023-11-24,schoolsweek,ed_journalism
1257,2023-11-24,schoolsweek,ed_journalism
1258,2023-11-24,schoolsweek,ed_journalism
1259,2023-11-24,schoolsweek,ed_journalism
1260,2023-11-25,schoolsweek,ed_journalism
1261,2023-11-25,schoolsweek,ed_journalism
1262,2023-11-26,schoolsweek,ed_journalism
1263,2023-11-27,schoolsweek,ed_journalism
1264,2023-11-27,schoolsweek,ed_journalism
1265,2023-11-28,nuffield,think_tank
1266,2023-11-28,schoolsweek,ed_journalism
1267,2023-11-28,gov,gov_inst
1268,2023-11-28,fft,ed_res_org
1269,2023-11-28,nuffield,think_tank
1270,2023-11-28,schoolsweek,ed_journalism
1271,2023-11-28,schoolsweek,ed_journalism
1272,2023-11-28,schoolsweek,ed_journalism
1273,2023-11-29,nuffield,think_tank
1274,2023-11-29,schoolsweek,ed_journalism
1275,2023-11-29,schoolsweek,ed_journalism
1276,2023-11-29,gov,gov_inst
1277,2023-11-29,gov,gov_inst
1278,2023-11-29,schoolsweek,ed_journalism
1279,2023-11-30,schoolsweek,ed_journalism
1280,2023-11-30,schoolsweek,ed_journalism
1281,2023-11-30,schoolsweek,ed_journalism
1282,2023-11-30,epi,think_tank
1283,2023-11-30,schoolsweek,ed_journalism
