doc_id,topic,topic_label,organisation,org_type,date
928,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-09
929,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-11
930,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-11
931,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-11
932,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-11
933,9,DfE intervention and academy warnings,gov,gov_inst,2023-09-11
934,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-11
935,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-11
936,-1,Outlier / noise,fft,ed_res_org,2023-09-12
937,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-12
938,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-12
939,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-12
940,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-09-12
941,5,School buildings and RAAC safety,gov,gov_inst,2023-09-12
942,-1,Outlier / noise,fft,ed_res_org,2023-09-12
943,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-09-13
944,-1,Outlier / noise,gov,gov_inst,2023-09-13
945,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-09-13
946,-1,Outlier / noise,nuffield,think_tank,2023-09-14
947,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-09-14
948,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-14
949,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-14
950,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2023-09-14
951,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-14
952,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-09-14
953,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-15
954,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-15
955,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-15
956,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-09-15
957,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-16
958,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-09-16
959,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-17
960,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-18
961,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-18
962,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-09-18
963,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-09-18
964,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-19
965,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-19
966,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-19
967,0,Ofsted inspections and accountability,gov,gov_inst,2023-09-19
968,5,School buildings and RAAC safety,gov,gov_inst,2023-09-19
969,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-19
970,12,School funding and education budgets,gov,gov_inst,2023-09-19
971,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-20
972,-1,Outlier / noise,fft,ed_res_org,2023-09-20
973,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-09-20
974,19,Education leadership and professional development,fed,prof_body,2023-09-20
975,-1,Outlier / noise,gov,gov_inst,2023-09-20
976,-1,Outlier / noise,gov,gov_inst,2023-09-20
977,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-09-20
978,-1,Outlier / noise,epi,think_tank,2023-09-20
979,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-21
980,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-09-21
981,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-09-21
982,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-09-21
983,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-21
984,14,Education research and evidence foundations,nuffield,think_tank,2023-09-21
985,4,Academy trusts and school governance,epi,think_tank,2023-09-21
986,0,Ofsted inspections and accountability,gov,gov_inst,2023-09-21
987,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-09-22
988,9,DfE intervention and academy warnings,gov,gov_inst,2023-09-22
989,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-09-22
990,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-22
991,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-23
992,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-09-23
993,12,School funding and education budgets,schoolsweek,ed_journalism,2023-09-24
994,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-09-24
995,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-24
996,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-24
997,14,Education research and evidence foundations,nuffield,think_tank,2023-09-25
998,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-25
999,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-25
1000,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-25
1001,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-26
1002,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-09-26
1003,1,Pupil attainment and exam results,gov,gov_inst,2023-09-26
1004,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-09-27
1005,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-09-27
1006,-1,Outlier / noise,gov,gov_inst,2023-09-27
1007,15,AI and digital technology in education,nuffield,think_tank,2023-09-27
1008,1,Pupil attainment and exam results,gov,gov_inst,2023-09-28
1009,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-28
1010,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-09-28
1011,7,Pupil attendance and absence,gov,gov_inst,2023-09-28
1012,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-09-28
1013,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2023-09-28
1014,12,School funding and education budgets,schoolsweek,ed_journalism,2023-09-28
1015,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-28
1016,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-09-29
1017,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2023-09-29
1018,-1,Outlier / noise,schoolsweek,ed_journalism,2023-09-29
1019,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-29
1020,0,Ofsted inspections and accountability,gov,gov_inst,2023-09-29
1021,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-09-29
1022,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-09-29
1023,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-09-29
1024,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-10-01
1025,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-01
1026,23,Outlier / noise,schoolsweek,ed_journalism,2023-10-01
1027,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2023-10-01
1028,23,Outlier / noise,schoolsweek,ed_journalism,2023-10-02
1029,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-02
1030,-1,Outlier / noise,gov,gov_inst,2023-10-02
1031,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-02
1032,7,Pupil attendance and absence,fft,ed_res_org,2023-10-02
1033,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-02
1034,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-02
1035,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-10-03
1036,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-10-03
1037,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2023-10-04
1038,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-04
1039,-1,Outlier / noise,gov,gov_inst,2023-10-04
1040,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-05
1041,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-05
1042,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-05
1043,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-10-05
1044,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-10-06
1045,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-06
1046,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-10-06
1047,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-06
1048,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-06
1049,23,Outlier / noise,gov,gov_inst,2023-10-06
1050,12,School funding and education budgets,gov,gov_inst,2023-10-06
1051,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-06
1052,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-07
1053,10,"Teacher pay, unions, and industrial action",schoolsweek,ed_journalism,2023-10-07
1054,20,SEND funding pressures and council deficits,schoolsweek,ed_journalism,2023-10-07
1055,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-08
1056,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-08
1057,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-09
1058,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-09
1059,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-09
1060,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-09
1061,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-10-09
1062,15,AI and digital technology in education,gov,gov_inst,2023-10-09
1063,1,Pupil attainment and exam results,gov,gov_inst,2023-10-09
1064,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-10
1065,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-10-10
1066,-1,Outlier / noise,gov,gov_inst,2023-10-10
1067,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-10
1068,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-10
1069,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-11
1070,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-10-11
1071,-1,Outlier / noise,gov,gov_inst,2023-10-11
1072,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-12
1073,1,Pupil attainment and exam results,gov,gov_inst,2023-10-12
1074,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-12
1075,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-12
1076,13,"Skills, apprenticeships, and employment pathways",schoolsweek,ed_journalism,2023-10-12
1077,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-10-12
1078,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-10-12
1079,1,Pupil attainment and exam results,gov,gov_inst,2023-10-12
1080,1,Pupil attainment and exam results,gov,gov_inst,2023-10-12
1081,0,Ofsted inspections and accountability,gov,gov_inst,2023-10-12
1082,-1,Outlier / noise,epi,think_tank,2023-10-12
1083,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-10-13
1084,12,School funding and education budgets,gov,gov_inst,2023-10-13
1085,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-13
1086,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-13
1087,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-14
1088,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-10-16
1089,9,DfE intervention and academy warnings,gov,gov_inst,2023-10-16
1090,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-10-16
1091,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-16
1092,9,DfE intervention and academy warnings,gov,gov_inst,2023-10-16
1093,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-16
1094,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-10-17
1095,12,School funding and education budgets,schoolsweek,ed_journalism,2023-10-17
1096,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-17
1097,-1,Outlier / noise,nuffield,think_tank,2023-10-17
1098,1,Pupil attainment and exam results,fft,ed_res_org,2023-10-17
1099,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-18
1100,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-10-18
1101,-1,Outlier / noise,epi,think_tank,2023-10-18
1102,-1,Outlier / noise,gov,gov_inst,2023-10-18
1103,23,Outlier / noise,schoolsweek,ed_journalism,2023-10-19
1104,1,Pupil attainment and exam results,fft,ed_res_org,2023-10-19
1105,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-10-19
1106,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-19
1107,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-19
1108,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-10-19
1109,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-19
1110,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-20
1111,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-10-20
1112,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-10-20
1113,11,Free school meals and breakfast provision,schoolsweek,ed_journalism,2023-10-20
1114,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-10-20
1115,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-20
1116,14,Education research and evidence foundations,nuffield,think_tank,2023-10-20
1117,0,Ofsted inspections and accountability,fft,ed_res_org,2023-10-20
1118,-1,Outlier / noise,epi,think_tank,2023-10-20
1119,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-20
1120,-1,Outlier / noise,gov,gov_inst,2023-10-20
1121,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-10-20
1122,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-10-21
1123,6,Guidance for schools and children,gov,gov_inst,2023-10-23
1124,0,Ofsted inspections and accountability,fft,ed_res_org,2023-10-23
1125,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-10-23
1126,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-23
1127,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-10-23
1128,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-10-23
1129,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-24
1130,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-10-24
1131,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-25
1132,23,Outlier / noise,gov,gov_inst,2023-10-25
1133,-1,Outlier / noise,gov,gov_inst,2023-10-25
1134,9,DfE intervention and academy warnings,gov,gov_inst,2023-10-25
1135,14,Education research and evidence foundations,nuffield,think_tank,2023-10-25
1136,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-26
1137,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-10-26
1138,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-27
1139,-1,Outlier / noise,gov,gov_inst,2023-10-27
1140,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-27
1141,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-10-27
1142,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-10-30
1143,15,AI and digital technology in education,gov,gov_inst,2023-10-30
1144,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-30
1145,-1,Outlier / noise,gov,gov_inst,2023-10-31
1146,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-31
1147,-1,Outlier / noise,schoolsweek,ed_journalism,2023-10-31
1148,1,Pupil attainment and exam results,fft,ed_res_org,2023-10-31
1149,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-01
1150,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-01
1151,1,Pupil attainment and exam results,gov,gov_inst,2023-11-01
1152,-1,Outlier / noise,gov,gov_inst,2023-11-01
1153,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-11-01
1154,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-02
1155,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-11-02
1156,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-02
1157,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-11-02
1158,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-03
1159,9,DfE intervention and academy warnings,gov,gov_inst,2023-11-03
1160,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-11-03
1161,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-03
1162,19,Education leadership and professional development,fed,prof_body,2023-11-03
1163,12,School funding and education budgets,schoolsweek,ed_journalism,2023-11-03
1164,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-04
1165,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-04
1166,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-04
1167,14,Education research and evidence foundations,nuffield,think_tank,2023-11-05
1168,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-05
1169,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-11-06
1170,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-06
1171,12,School funding and education budgets,schoolsweek,ed_journalism,2023-11-06
1172,7,Pupil attendance and absence,fft,ed_res_org,2023-11-06
1173,1,Pupil attainment and exam results,fft,ed_res_org,2023-11-07
1174,-1,Outlier / noise,fed,prof_body,2023-11-07
1175,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-07
1176,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-07
1177,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-08
1178,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-11-08
1179,7,Pupil attendance and absence,fft,ed_res_org,2023-11-08
1180,-1,Outlier / noise,gov,gov_inst,2023-11-08
1181,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-11-09
1182,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-09
1183,12,School funding and education budgets,schoolsweek,ed_journalism,2023-11-09
1184,0,Ofsted inspections and accountability,fft,ed_res_org,2023-11-09
1185,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-11-09
1186,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-09
1187,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-11-10
1188,-1,Outlier / noise,fed,prof_body,2023-11-10
1189,7,Pupil attendance and absence,fft,ed_res_org,2023-11-10
1190,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-10
1191,14,Education research and evidence foundations,nuffield,think_tank,2023-11-10
1192,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-11-10
1193,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-10
1194,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-10
1195,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-11
1196,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-11-11
1197,12,School funding and education budgets,nuffield,think_tank,2023-11-12
1198,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-13
1199,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-11-13
1200,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-13
1201,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-11-13
1202,18,Education ministers and political leadership,schoolsweek,ed_journalism,2023-11-13
1203,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-14
1204,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-11-14
1205,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-11-14
1206,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-11-14
1207,-1,Outlier / noise,gov,gov_inst,2023-11-14
1208,4,Academy trusts and school governance,fft,ed_res_org,2023-11-14
1209,13,"Skills, apprenticeships, and employment pathways",gov,gov_inst,2023-11-15
1210,-1,Outlier / noise,gov,gov_inst,2023-11-15
1211,14,Education research and evidence foundations,nuffield,think_tank,2023-11-15
1212,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-15
1213,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-11-15
1214,14,Education research and evidence foundations,nuffield,think_tank,2023-11-15
1215,-1,Outlier / noise,gov,gov_inst,2023-11-15
1216,12,School funding and education budgets,schoolsweek,ed_journalism,2023-11-16
1217,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-16
1218,22,Qualifications reform and T Levels,schoolsweek,ed_journalism,2023-11-16
1219,1,Pupil attainment and exam results,gov,gov_inst,2023-11-16
1220,13,"Skills, apprenticeships, and employment pathways",schoolsweek,ed_journalism,2023-11-16
1221,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-11-16
1222,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-16
1223,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-11-17
1224,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-17
1225,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-17
1226,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-17
1227,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-17
1228,-1,Outlier / noise,nuffield,think_tank,2023-11-17
1229,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-18
1230,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-19
1231,-1,Outlier / noise,fed,prof_body,2023-11-20
1232,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-20
1233,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-20
1234,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-20
1235,14,Education research and evidence foundations,nuffield,think_tank,2023-11-21
1236,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-21
1237,23,Outlier / noise,gov,gov_inst,2023-11-21
1238,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-22
1239,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-22
1240,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-11-22
1241,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-22
1242,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-22
1243,-1,Outlier / noise,gov,gov_inst,2023-11-22
1244,-1,Outlier / noise,epi,think_tank,2023-11-22
1245,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-11-22
1246,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-23
1247,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-23
1248,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-23
1249,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-23
1250,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-23
1251,21,Pupil suspensions and exclusions,fft,ed_res_org,2023-11-23
1252,1,Pupil attainment and exam results,gov,gov_inst,2023-11-23
1253,21,Pupil suspensions and exclusions,schoolsweek,ed_journalism,2023-11-23
1254,3,Special educational needs and SEND provision,schoolsweek,ed_journalism,2023-11-24
1255,0,Ofsted inspections and accountability,gov,gov_inst,2023-11-24
1256,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-24
1257,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-24
1258,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-11-24
1259,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-11-24
1260,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-25
1261,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-11-25
1262,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-26
1263,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-27
1264,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-27
1265,-1,Outlier / noise,nuffield,think_tank,2023-11-28
1266,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-28
1267,-1,Outlier / noise,gov,gov_inst,2023-11-28
1268,1,Pupil attainment and exam results,fft,ed_res_org,2023-11-28
1269,-1,Outlier / noise,nuffield,think_tank,2023-11-28
1270,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-28
1271,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-28
1272,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-28
1273,14,Education research and evidence foundations,nuffield,think_tank,2023-11-29
1274,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-11-29
1275,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-29
1276,17,Local authorities and education oversight,gov,gov_inst,2023-11-29
1277,-1,Outlier / noise,gov,gov_inst,2023-11-29
1278,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-29
1279,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-11-30
1280,-1,Outlier / noise,schoolsweek,ed_journalism,2023-11-30
1281,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-11-30
1282,23,Outlier / noise,epi,think_tank,2023-11-30
1283,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-11-30
1284,-1,Outlier / noise,schoolsweek,ed_journalism,2023-12-01
1285,6,Guidance for schools and children,schoolsweek,ed_journalism,2023-12-01
1286,-1,Outlier / noise,schoolsweek,ed_journalism,2023-12-01
1287,-1,Outlier / noise,schoolsweek,ed_journalism,2023-12-01
1288,-1,Outlier / noise,epi,think_tank,2023-12-01
1289,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-12-02
1290,8,Academy trust statements and responses,schoolsweek,ed_journalism,2023-12-03
1291,4,Academy trusts and school governance,schoolsweek,ed_journalism,2023-12-04
1292,16,Teachers’ pay review and STRB,schoolsweek,ed_journalism,2023-12-04
1293,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-12-04
1294,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-12-04
1295,1,Pupil attainment and exam results,gov,gov_inst,2023-12-05
1296,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-12-05
1297,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-12-05
1298,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-12-05
1299,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-12-05
1300,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-12-05
1301,17,Local authorities and education oversight,gov,gov_inst,2023-12-06
1302,-1,Outlier / noise,nuffield,think_tank,2023-12-06
1303,1,Pupil attainment and exam results,fft,ed_res_org,2023-12-06
1304,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-12-06
1305,-1,Outlier / noise,schoolsweek,ed_journalism,2023-12-06
1306,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-12-06
1307,19,Education leadership and professional development,fed,prof_body,2023-12-06
1308,1,Pupil attainment and exam results,schoolsweek,ed_journalism,2023-12-06
1309,-1,Outlier / noise,gov,gov_inst,2023-12-07
1310,2,Teacher recruitment and workforce supply,schoolsweek,ed_journalism,2023-12-07
1311,7,Pupil attendance and absence,schoolsweek,ed_journalism,2023-12-07
1312,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-12-07
1313,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-12-07
1314,0,Ofsted inspections and accountability,schoolsweek,ed_journalism,2023-12-07
1315,15,AI and digital technology in education,schoolsweek,ed_journalism,2023-12-07
1316,0,Ofsted inspections and accountability,gov,gov_inst,2023-12-07
1317,-1,Outlier / noise,gov,gov_inst,2023-12-07
1318,14,Education research and evidence foundations,nuffield,think_tank,2023-12-07
1319,5,School buildings and RAAC safety,schoolsweek,ed_journalism,2023-12-08
